Invoice_number,Customer_id,Service_id,Agent_id,Billing_date,Payment_status,Transaction_type,Mode_of_payment,Plan_name,Plan_category,Plan_charge,Tax_amount,Actual_amount,Billed_amount,Paid_amount,Balance_amount,Plan_start_date,Plan_end_date,Zone_area,Data_bought,Data_used,Billing_cycle,Invoice_Num_Int,Is_Duplicate,Billing_date_year,Billing_date_month,Billing_date_day,Plan_start_date_year,Plan_start_date_month,Plan_start_date_day,Plan_end_date_year,Plan_end_date_month,Plan_end_date_day,No_of_valid_days,Leakage,Anomaly_type
INV100038,CUST002140,SVC3925,AGT149,2025-03-21,Paid,Renewal,Credit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,2025-03-20,2025-04-17,Metro-A,40,33.33,28,100038,0,2025,3,21,2025,3,20,2025,4,17,29,Yes,Usage mismatch
INV100045,CUST003146,SVC9099,AGT103,2023-09-06,Paid,Plan Change,Debit Card,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,2023-09-02,2023-09-30,Circle-West,200,136.49,28,100045,0,2023,9,6,2023,9,2,2023,9,30,29,Yes,Usage mismatch
INV100050,CUST002711,SVC9890,AGT120,2025-07-18,Paid,Recharge,Credit Card,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,2025-07-16,2025-08-16,Metro-B,15,5.91,31,100050,0,2025,7,18,2025,7,16,2025,8,16,32,Yes,Usage mismatch
INV100052,CUST002236,SVC8140,AGT125,2025-04-04,Paid,New Connection,Net Banking,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,2025-03-30,2025-04-30,Circle-North,40,18.55,31,100052,0,2025,4,4,2025,3,30,2025,4,30,32,Yes,Usage mismatch
INV100056,CUST005340,SVC1659,AGT008,2024-06-24,Paid,Plan Change,Debit Card,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,2024-06-22,2024-07-20,Rural-Zone,200,148.43,28,100056,0,2024,6,24,2024,6,22,2024,7,20,29,Yes,Usage mismatch
INV100058,CUST000886,SVC1420,AGT080,2025-01-30,Paid,Bill Payment,Cash,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,2025-01-29,2025-03-01,Circle-South,75,68.74,31,100058,0,2025,1,30,2025,1,29,2025,3,1,32,Yes,Usage mismatch
INV100060,CUST002796,SVC1207,AGT108,2024-02-24,Paid,Recharge,Credit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,2024-02-21,2024-03-20,Circle-South,40,19.23,28,100060,0,2024,2,24,2024,2,21,2024,3,20,29,Yes,Usage mismatch
INV100062,CUST003693,SVC4995,AGT119,2024-11-26,Paid,Bill Payment,Wallet,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,2024-11-24,2024-12-22,Circle-West,1000,264.98,28,100062,0,2024,11,26,2024,11,24,2024,12,22,29,Yes,Usage mismatch
INV100064,CUST005899,SVC7658,AGT126,2025-06-04,Paid,Bill Payment,Auto Debit,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,2025-06-03,2025-07-04,Metro-B,1000,81.33,31,100064,0,2025,6,4,2025,6,3,2025,7,4,32,Yes,Usage mismatch
INV100069,CUST007982,SVC1893,AGT142,2025-03-29,Paid,Renewal,Cash,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,2025-03-24,2025-04-24,Metro-B,5,1.3,31,100069,0,2025,3,29,2025,3,24,2025,4,24,32,Yes,Usage mismatch
INV100073,CUST006063,SVC2625,AGT054,2023-09-10,Paid,Plan Change,UPI,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,2023-09-07,2023-10-05,Circle-West,40,23.17,28,100073,0,2023,9,10,2023,9,7,2023,10,5,29,Yes,Usage mismatch
INV100075,CUST007569,SVC5334,AGT051,2025-07-22,Paid,Recharge,Credit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,2025-07-18,2025-08-18,Circle-East,25,16.33,31,100075,0,2025,7,22,2025,7,18,2025,8,18,32,Yes,Usage mismatch
INV100076,CUST006494,SVC6039,AGT146,2024-10-07,Paid,Renewal,Net Banking,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0.0,2024-10-05,2024-11-02,Metro-A,100,5.67,28,100076,0,2024,10,7,2024,10,5,2024,11,2,29,Yes,Usage mismatch
INV100078,CUST007880,SVC1339,AGT069,2024-04-12,Paid,Bill Payment,Credit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,2024-04-09,2024-05-10,Rural-Zone,1000,86.76,31,100078,0,2024,4,12,2024,4,9,2024,5,10,32,Yes,Usage mismatch
INV100080,CUST005683,SVC9117,AGT074,2023-11-27,Paid,Recharge,Auto Debit,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,2023-11-26,2023-12-24,Rural-Zone,25,7.83,28,100080,0,2023,11,27,2023,11,26,2023,12,24,29,Yes,Usage mismatch
INV100082,CUST005101,SVC9167,AGT114,2024-10-24,Paid,New Connection,Debit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,2024-10-23,2024-11-20,Circle-North,750,369.39,28,100082,0,2024,10,24,2024,10,23,2024,11,20,29,Yes,Usage mismatch
INV100088,CUST003366,SVC1715,AGT082,2025-08-15,Paid,Recharge,Cash,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0.0,2025-08-11,2025-09-11,Rural-Zone,100,81.32,31,100088,0,2025,8,15,2025,8,11,2025,9,11,32,Yes,Usage mismatch
INV100090,CUST003359,SVC3529,AGT020,2024-11-22,Paid,Recharge,Auto Debit,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,2024-11-18,2024-12-19,Circle-North,5,3.43,31,100090,0,2024,11,22,2024,11,18,2024,12,19,32,Yes,Usage mismatch
INV100091,CUST006983,SVC9742,AGT098,2025-03-29,Paid,Renewal,Cash,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,2025-03-25,2025-04-25,Circle-West,40,32.37,31,100091,0,2025,3,29,2025,3,25,2025,4,25,32,Yes,Usage mismatch
INV100096,CUST007744,SVC6661,AGT077,2025-03-13,Paid,Recharge,Cash,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,2025-03-10,2025-04-07,Circle-North,200,14.03,28,100096,0,2025,3,13,2025,3,10,2025,4,7,29,Yes,Usage mismatch
INV100098,CUST006105,SVC9138,AGT074,2024-11-05,Paid,Plan Change,Wallet,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,2024-11-04,2024-12-02,Rural-Zone,150,129.76,28,100098,0,2024,11,5,2024,11,4,2024,12,2,29,Yes,Usage mismatch
INV100100,CUST002418,SVC6352,AGT107,2024-01-27,Paid,Plan Change,Debit Card,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,2024-01-24,2024-02-24,Metro-B,5,0.43,31,100100,0,2024,1,27,2024,1,24,2024,2,24,32,Yes,Usage mismatch
INV100104,CUST003804,SVC5951,AGT105,2024-01-05,Paid,New Connection,Debit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,2024-01-03,2024-02-03,Metro-A,1000,603.63,31,100104,0,2024,1,5,2024,1,3,2024,2,3,32,Yes,Usage mismatch
INV100105,CUST004404,SVC3222,AGT100,2024-02-18,Paid,Recharge,UPI,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,2024-02-17,2024-03-16,Circle-West,30,6.69,28,100105,0,2024,2,18,2024,2,17,2024,3,16,29,Yes,Usage mismatch
INV100107,CUST000814,SVC7018,AGT140,2023-11-28,Paid,Renewal,Credit Card,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,2023-11-24,2023-12-22,Circle-South,15,12.19,28,100107,0,2023,11,28,2023,11,24,2023,12,22,29,Yes,Usage mismatch
INV100111,CUST001039,SVC7897,AGT135,2024-08-19,Paid,New Connection,Cash,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,2024-08-18,2024-09-15,Metro-A,75,18.91,28,100111,0,2024,8,19,2024,8,18,2024,9,15,29,Yes,Usage mismatch
INV100112,CUST001815,SVC1710,AGT134,2024-03-21,Paid,Renewal,Net Banking,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,2024-03-16,2024-04-13,Circle-West,10,4.29,28,100112,0,2024,3,21,2024,3,16,2024,4,13,29,Yes,Usage mismatch
INV100115,CUST007276,SVC4743,AGT106,2025-04-12,Paid,Renewal,Auto Debit,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,2025-04-11,2025-05-12,Circle-South,5,2.04,31,100115,0,2025,4,12,2025,4,11,2025,5,12,32,Yes,Usage mismatch
INV100119,CUST003951,SVC4674,AGT028,2025-07-12,Paid,Renewal,Auto Debit,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,2025-07-07,2025-08-07,Circle-East,5,0.73,31,100119,0,2025,7,12,2025,7,7,2025,8,7,32,Yes,Usage mismatch
INV100120,CUST006924,SVC1430,AGT069,2024-11-30,Paid,New Connection,Debit Card,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,2024-11-25,2024-12-23,Circle-North,5,3.83,28,100120,0,2024,11,30,2024,11,25,2024,12,23,29,Yes,Usage mismatch
INV100121,CUST001174,SVC7566,AGT018,2024-12-18,Paid,Plan Change,Cash,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,2024-12-15,2025-01-12,Circle-West,1000,172.34,28,100121,0,2024,12,18,2024,12,15,2025,1,12,29,Yes,Usage mismatch
INV100122,CUST003717,SVC6585,AGT041,2023-09-19,Paid,Renewal,UPI,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,2023-09-14,2023-10-15,Circle-West,50,17.87,31,100122,0,2023,9,19,2023,9,14,2023,10,15,32,Yes,Usage mismatch
INV100123,CUST006181,SVC1815,AGT021,2024-10-17,Paid,Renewal,Net Banking,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,2024-10-16,2024-11-16,Circle-West,40,5.91,31,100123,0,2024,10,17,2024,10,16,2024,11,16,32,Yes,Usage mismatch
INV100126,CUST006120,SVC8055,AGT045,2024-01-05,Paid,Plan Change,Net Banking,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,2024-01-02,2024-01-30,Circle-East,30,0.22,28,100126,0,2024,1,5,2024,1,2,2024,1,30,29,Yes,Usage mismatch
INV100129,CUST000868,SVC4986,AGT112,2025-08-16,Paid,Bill Payment,Net Banking,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,2025-08-13,2025-09-10,Circle-East,75,31.12,28,100129,0,2025,8,16,2025,8,13,2025,9,10,29,Yes,Usage mismatch
INV100130,CUST001378,SVC2251,AGT131,2024-04-06,Paid,New Connection,Wallet,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,2024-04-03,2024-05-01,Circle-East,150,47.46,28,100130,0,2024,4,6,2024,4,3,2024,5,1,29,Yes,Usage mismatch
INV100131,CUST002097,SVC4232,AGT045,2024-03-04,Paid,Bill Payment,Debit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,2024-03-02,2024-03-30,Rural-Zone,30,2.93,28,100131,0,2024,3,4,2024,3,2,2024,3,30,29,Yes,Usage mismatch
INV100135,CUST006635,SVC4084,AGT083,2025-02-10,Paid,Bill Payment,Net Banking,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,2025-02-05,2025-03-05,Circle-East,750,320.44,28,100135,0,2025,2,10,2025,2,5,2025,3,5,29,Yes,Usage mismatch
INV100137,CUST007520,SVC5634,AGT100,2024-10-13,Paid,Recharge,Auto Debit,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,2024-10-08,2024-11-08,Circle-North,10,3.46,31,100137,0,2024,10,13,2024,10,8,2024,11,8,32,Yes,Usage mismatch
INV100138,CUST004571,SVC7333,AGT073,2024-06-09,Paid,Renewal,Cash,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,2024-06-06,2024-07-07,Rural-Zone,200,62.64,31,100138,0,2024,6,9,2024,6,6,2024,7,7,32,Yes,Usage mismatch
INV100139,CUST002542,SVC7421,AGT034,2025-03-07,Paid,Bill Payment,Cash,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,2025-03-06,2025-04-03,Metro-A,500,435.45,28,100139,0,2025,3,7,2025,3,6,2025,4,3,29,Yes,Usage mismatch
INV100140,CUST006791,SVC9624,AGT024,2025-05-19,Paid,Recharge,Wallet,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,2025-05-16,2025-06-13,Circle-North,40,25.46,28,100140,0,2025,5,19,2025,5,16,2025,6,13,29,Yes,Usage mismatch
INV100141,CUST006277,SVC8967,AGT050,2024-07-07,Paid,Plan Change,Debit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,2024-07-05,2024-08-02,Metro-B,30,9.74,28,100141,0,2024,7,7,2024,7,5,2024,8,2,29,Yes,Usage mismatch
INV100143,CUST005541,SVC4891,AGT114,2025-01-14,Paid,Bill Payment,UPI,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,2025-01-10,2025-02-10,Rural-Zone,500,195.16,31,100143,0,2025,1,14,2025,1,10,2025,2,10,32,Yes,Usage mismatch
INV100146,CUST006252,SVC3626,AGT070,2024-05-12,Paid,Recharge,Wallet,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,2024-05-11,2024-06-11,Metro-B,25,6.77,31,100146,0,2024,5,12,2024,5,11,2024,6,11,32,Yes,Usage mismatch
INV100148,CUST000812,SVC6493,AGT038,2025-04-30,Paid,Plan Change,Credit Card,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,2025-04-28,2025-05-26,Circle-North,5,1.51,28,100148,0,2025,4,30,2025,4,28,2025,5,26,29,Yes,Usage mismatch
INV100151,CUST004095,SVC9782,AGT005,2024-07-11,Paid,Bill Payment,Wallet,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,2024-07-10,2024-08-07,Metro-B,40,31.79,28,100151,0,2024,7,11,2024,7,10,2024,8,7,29,Yes,Usage mismatch
INV100152,CUST001971,SVC7825,AGT048,2025-03-30,Paid,New Connection,Wallet,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,2025-03-26,2025-04-23,Circle-North,500,292.03,28,100152,0,2025,3,30,2025,3,26,2025,4,23,29,Yes,Usage mismatch
INV100153,CUST003852,SVC1713,AGT100,2024-07-10,Paid,Renewal,UPI,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,2024-07-05,2024-08-05,Circle-West,75,27.82,31,100153,0,2024,7,10,2024,7,5,2024,8,5,32,Yes,Usage mismatch
INV100156,CUST007257,SVC1686,AGT081,2024-02-08,Paid,Renewal,Wallet,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,2024-02-06,2024-03-05,Circle-South,5,3.76,28,100156,0,2024,2,8,2024,2,6,2024,3,5,29,Yes,Usage mismatch
INV100157,CUST007063,SVC1783,AGT085,2024-11-10,Paid,Renewal,Credit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,2024-11-09,2024-12-07,Rural-Zone,750,203.85,28,100157,0,2024,11,10,2024,11,9,2024,12,7,29,Yes,Usage mismatch
INV100159,CUST006737,SVC3956,AGT140,2025-01-21,Paid,Renewal,UPI,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,2025-01-17,2025-02-17,Metro-A,5,2.05,31,100159,0,2025,1,21,2025,1,17,2025,2,17,32,Yes,Usage mismatch
INV100164,CUST000213,SVC4048,AGT128,2025-01-27,Paid,Bill Payment,Net Banking,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,2025-01-24,2025-02-24,Circle-East,25,22.81,31,100164,0,2025,1,27,2025,1,24,2025,2,24,32,Yes,Usage mismatch
INV100165,CUST002340,SVC9047,AGT052,2025-02-03,Paid,New Connection,Debit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,2025-01-30,2025-02-27,Rural-Zone,30,28.4,28,100165,0,2025,2,3,2025,1,30,2025,2,27,29,Yes,Usage mismatch
INV100182,CUST003690,SVC5582,AGT031,2024-06-15,Paid,Plan Change,Credit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,2024-06-12,2024-07-13,Circle-South,30,11.01,31,100182,0,2024,6,15,2024,6,12,2024,7,13,32,Yes,Usage mismatch
INV100183,CUST004171,SVC7576,AGT129,2023-10-29,Paid,New Connection,Credit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,2023-10-26,2023-11-26,Metro-A,25,4.73,31,100183,0,2023,10,29,2023,10,26,2023,11,26,32,Yes,Usage mismatch
INV100189,CUST004595,SVC6325,AGT123,2024-02-14,Paid,Bill Payment,Net Banking,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,2024-02-13,2024-03-15,Circle-North,750,369.56,31,100189,0,2024,2,14,2024,2,13,2024,3,15,32,Yes,Usage mismatch
INV100195,CUST001127,SVC1084,AGT141,2025-07-09,Paid,Plan Change,Net Banking,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,2025-07-05,2025-08-05,Circle-West,25,16.18,31,100195,0,2025,7,9,2025,7,5,2025,8,5,32,Yes,Usage mismatch
INV100199,CUST002709,SVC3662,AGT118,2024-04-26,Paid,Renewal,Cash,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,2024-04-23,2024-05-21,Metro-B,75,57.63,28,100199,0,2024,4,26,2024,4,23,2024,5,21,29,Yes,Usage mismatch
INV100200,CUST007014,SVC7643,AGT110,2025-06-10,Paid,Bill Payment,UPI,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,2025-06-05,2025-07-03,Metro-A,30,5.0,28,100200,0,2025,6,10,2025,6,5,2025,7,3,29,Yes,Usage mismatch
INV100202,CUST002946,SVC4871,AGT016,2023-12-01,Paid,New Connection,Net Banking,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,2023-11-26,2023-12-24,Circle-North,25,6.21,28,100202,0,2023,12,1,2023,11,26,2023,12,24,29,Yes,Usage mismatch
INV100208,CUST005738,SVC2044,AGT139,2024-11-10,Paid,New Connection,Credit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0.0,2024-11-09,2024-12-10,Circle-South,100,40.25,31,100208,0,2024,11,10,2024,11,9,2024,12,10,32,Yes,Usage mismatch
INV100209,CUST005975,SVC7887,AGT096,2025-06-29,Paid,Recharge,Net Banking,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,2025-06-27,2025-07-25,Rural-Zone,30,21.83,28,100209,0,2025,6,29,2025,6,27,2025,7,25,29,Yes,Usage mismatch
INV100212,CUST007680,SVC2848,AGT009,2024-05-01,Paid,Recharge,Wallet,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0.0,2024-04-28,2024-05-26,Rural-Zone,100,26.19,28,100212,0,2024,5,1,2024,4,28,2024,5,26,29,Yes,Usage mismatch
INV100217,CUST003880,SVC4948,AGT058,2025-06-09,Paid,Renewal,Auto Debit,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,2025-06-05,2025-07-03,Circle-West,15,10.75,28,100217,0,2025,6,9,2025,6,5,2025,7,3,29,Yes,Usage mismatch
INV100221,CUST005766,SVC4350,AGT102,2023-10-21,Paid,Plan Change,Wallet,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,2023-10-17,2023-11-17,Circle-North,200,132.17,31,100221,0,2023,10,21,2023,10,17,2023,11,17,32,Yes,Usage mismatch
INV100224,CUST003112,SVC5026,AGT128,2024-06-19,Paid,Bill Payment,Cash,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,2024-06-17,2024-07-15,Circle-West,750,235.03,28,100224,0,2024,6,19,2024,6,17,2024,7,15,29,Yes,Usage mismatch
INV100226,CUST000609,SVC1794,AGT002,2024-07-15,Paid,Recharge,Debit Card,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,2024-07-14,2024-08-14,Rural-Zone,15,11.96,31,100226,0,2024,7,15,2024,7,14,2024,8,14,32,Yes,Usage mismatch
INV100228,CUST004520,SVC7739,AGT004,2025-08-07,Paid,New Connection,Wallet,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,2025-08-03,2025-09-03,Circle-West,750,4.71,31,100228,0,2025,8,7,2025,8,3,2025,9,3,32,Yes,Usage mismatch
INV100232,CUST000678,SVC9189,AGT112,2023-10-17,Paid,Renewal,Wallet,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,2023-10-16,2023-11-13,Rural-Zone,40,26.71,28,100232,0,2023,10,17,2023,10,16,2023,11,13,29,Yes,Usage mismatch
INV100234,CUST002577,SVC1256,AGT054,2024-09-10,Paid,Bill Payment,Debit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,2024-09-09,2024-10-10,Rural-Zone,40,35.29,31,100234,0,2024,9,10,2024,9,9,2024,10,10,32,Yes,Usage mismatch
INV100242,CUST001389,SVC3274,AGT069,2025-02-17,Paid,Renewal,UPI,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,2025-02-12,2025-03-15,Circle-South,500,325.53,31,100242,0,2025,2,17,2025,2,12,2025,3,15,32,Yes,Usage mismatch
INV100244,CUST001110,SVC5991,AGT002,2025-01-03,Paid,Recharge,UPI,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,2024-12-29,2025-01-29,Rural-Zone,750,326.23,31,100244,0,2025,1,3,2024,12,29,2025,1,29,32,Yes,Usage mismatch
INV100247,CUST004470,SVC3947,AGT141,2024-02-16,Paid,New Connection,Cash,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,2024-02-15,2024-03-14,Circle-South,10,5.63,28,100247,0,2024,2,16,2024,2,15,2024,3,14,29,Yes,Usage mismatch
INV100248,CUST006519,SVC7703,AGT128,2024-08-06,Paid,Plan Change,Cash,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,2024-08-03,2024-08-31,Circle-North,500,389.01,28,100248,0,2024,8,6,2024,8,3,2024,8,31,29,Yes,Usage mismatch
INV100253,CUST007707,SVC3321,AGT090,2024-06-26,Paid,Renewal,UPI,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,2024-06-22,2024-07-20,Circle-South,5,0.55,28,100253,0,2024,6,26,2024,6,22,2024,7,20,29,Yes,Usage mismatch
INV100256,CUST005159,SVC4022,AGT048,2025-06-21,Paid,Recharge,Net Banking,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,2025-06-17,2025-07-15,Metro-A,40,30.31,28,100256,0,2025,6,21,2025,6,17,2025,7,15,29,Yes,Usage mismatch
