Invoice_Number,Customer_ID,Service_ID,Billing_Date,Payment_Status,Transaction_Type,Mode_of_Payment,Product_Name,Service,Product_Category,Service_Category,Product_Quantity,Tax_Amount,Actual_Amount,Billed_Amount,Paid_Amount,Balance_Amount,Unit_Price,Tax_Rate,Service_Charge,Discount_Amount,Store_Branch,Cashier_ID,Supplier_ID,Billing_Time,Customer_Type,Order_Channel,Invoice_Num_Int,Is_Duplicate,actual_billing_amnt,Leakage_Flag_Pred,Anomaly_Type_Pred
INV10106,CUST7281,SRV001,07-02-2023,Failed,Sale,UPI,Cooking Oil (1L),No Service,Pantry Staples,No Service,4,108.0,600.0,708.0,0.0,708.0,150.0,0.18,0,0,Branch A,CASH006,SUP146,09:34:39,Wholesale,Phone,10106,0,708.0,No Leakage,No Anomaly
INV10107,CUST1345,SRV003,13-12-2024,Failed,Return,UPI,Bananas (1kg),Express Delivery,Fruits,Delivery Services,9,81.0,450.0,531.0,0.0,531.0,50.0,0.18,80,0,Branch A,CASH012,SUP178,13:43:40,New,In-Store,10107,0,611.0,Anomaly,Missing Charges
INV10108,CUST5961,SRV002,16-05-2023,Paid,Return,Credit Card,Fish (1kg),Standard Delivery,Meat & Fish,Delivery Services,4,60.0,1200.0,1300.0,987.7211056,312.2788944,300.0,0.05,40,0,Online,CASH013,SUP199,11:43:00,Premium,Phone,10108,0,1300.0,Anomaly,Under Payment
INV10109,CUST1050,SRV002,05-07-2024,Paid,Return,UPI,Wheat Flour (1kg),Standard Delivery,Grains & Cereals,Delivery Services,1,8.1,45.0,53.1,53.1,0.0,45.0,0.18,40,0,Main Store,CASH004,SUP114,16:17:44,Premium,Phone,10109,0,93.1,Anomaly,Missing Charges
INV10110,CUST2798,SRV003,05-12-2023,Failed,Return,Credit Card,Bread (500g),Express Delivery,Bakery,Delivery Services,7,33.6,280.0,393.6,0.0,393.6,40.0,0.12,80,0,Branch A,CASH014,SUP179,21:19:05,Wholesale,In-Store,10110,0,393.6,No Leakage,No Anomaly
INV10116,CUST1405,SRV003,10-01-2024,Paid,Return,Debit Card,Bananas (1kg),Express Delivery,Fruits,Delivery Services,4,36.0,200.0,316.0,316.0,0.0,50.0,0.18,80,0,Online,CASH006,SUP101,22:24:54,Regular,Phone,10116,0,316.0,No Leakage,No Anomaly
INV10120,CUST8759,SRV002,02-05-2023,Paid,Sale,UPI,Detergent (1kg),Standard Delivery,Household,Delivery Services,3,30.0,600.0,670.0,519.1465669,150.8534331,200.0,0.05,40,0,Branch A,CASH013,SUP147,12:03:52,New,Online,10120,0,670.0,Anomaly,Under Payment
INV10122,CUST9232,SRV003,17-06-2023,Paid,Sale,Cheque,Potatoes (1kg),Express Delivery,Fresh Vegetables,Delivery Services,1,6.3,35.0,115.6701693,115.6701693,0.0,35.0,0.18,80,0,Branch B,CASH014,SUP116,11:51:40,Premium,Phone,10122,0,121.3,Anomaly,Missing Charges
INV10124,CUST2796,SRV003,11-11-2023,Failed,Return,Credit Card,Chips (100g),Express Delivery,Snacks,Delivery Services,7,25.2,140.0,245.2,0.0,245.2,20.0,0.18,80,0,Main Store,CASH020,SUP124,18:55:04,Premium,Phone,10124,0,245.2,No Leakage,No Anomaly
INV10127,CUST4725,SRV003,27-06-2024,Failed,Sale,Net Banking,Tea Powder (250g),Express Delivery,Beverages,Delivery Services,8,172.8,960.0,1212.8,0.0,1212.8,120.0,0.18,80,0,Main Store,CASH016,SUP143,15:15:39,Wholesale,Online,10127,0,1212.8,No Leakage,No Anomaly
INV10128,CUST5500,SRV001,11-06-2024,Pending,Return,Credit Card,Dishwash Soap (500ml),No Service,Household,No Service,2,19.2,160.0,179.2,0.0,179.2,80.0,0.12,0,0,Online,CASH017,SUP157,04:07:32,Wholesale,Online,10128,0,179.2,No Leakage,No Anomaly
INV10131,CUST6205,SRV002,10-05-2024,Pending,Return,UPI,Sugar (1kg),Standard Delivery,Pantry Staples,Delivery Services,10,54.0,450.0,544.0,0.0,544.0,45.0,0.12,40,0,Branch B,CASH011,SUP156,06:36:03,Regular,In-Store,10131,0,544.0,No Leakage,No Anomaly
INV10136,CUST6855,SRV003,24-05-2023,Failed,Return,Credit Card,Milk (1L),Express Delivery,Dairy & Eggs,Delivery Services,3,9.0,180.0,269.0,133.6686793,135.3313207,60.0,0.05,80,0,Branch A,CASH006,SUP121,07:03:27,Wholesale,Online,10136,0,269.0,Anomaly,Payment Status Mismatch
INV10137,CUST5455,SRV002,19-09-2024,Pending,Return,Cash,Oranges (1kg),Standard Delivery,Fruits,Delivery Services,7,67.2,560.0,667.2,0.0,667.2,80.0,0.12,40,0,Branch A,CASH012,SUP139,22:41:55,Regular,Online,10137,0,667.2,No Leakage,No Anomaly
INV10139,CUST5243,SRV003,13-07-2024,Failed,Return,UPI,Bananas (1kg),Express Delivery,Fruits,Delivery Services,7,17.5,350.0,447.5,0.0,447.5,50.0,0.05,80,0,Branch B,CASH020,SUP117,04:37:24,Regular,Phone,10139,0,447.5,No Leakage,No Anomaly
INV10142,CUST3719,SRV003,26-03-2023,Failed,Sale,Cash,Apples (1kg),Express Delivery,Fruits,Delivery Services,4,24.0,480.0,584.0,0.0,584.0,120.0,0.05,80,0,Branch A,CASH007,SUP184,06:08:58,Premium,Phone,10142,0,584.0,No Leakage,No Anomaly
INV10145,CUST7660,SRV001,19-09-2023,Failed,Return,Debit Card,Detergent (1kg),No Service,Household,No Service,3,72.0,600.0,672.0,193.3803956,478.6196044,200.0,0.12,0,0,Main Store,CASH007,SUP160,00:09:55,Wholesale,In-Store,10145,0,672.0,Anomaly,Payment Status Mismatch
INV10146,CUST9938,SRV001,17-12-2023,Paid,Return,Debit Card,Rice (1kg),No Service,Grains & Cereals,No Service,5,15.0,300.0,315.0,315.0,0.0,60.0,0.05,0,0,Branch B,CASH009,SUP160,11:03:20,Wholesale,In-Store,10146,0,315.0,No Leakage,No Anomaly
INV10152,CUST8643,SRV003,29-01-2024,Failed,Return,Cheque,Cooking Oil (1L),Express Delivery,Pantry Staples,Delivery Services,4,30.0,600.0,710.0,251.945323,458.054677,150.0,0.05,80,0,Branch A,CASH008,SUP127,05:12:11,Regular,In-Store,10152,0,710.0,Anomaly,Payment Status Mismatch
INV10153,CUST3961,SRV001,10-08-2023,Paid,Sale,UPI,Salt (1kg),No Service,Pantry Staples,No Service,10,10.0,200.0,210.0,210.0,0.0,20.0,0.05,0,0,Branch A,CASH011,SUP144,21:18:16,Premium,Phone,10153,0,210.0,No Leakage,No Anomaly
INV10154,CUST8974,SRV001,31-07-2023,Pending,Return,Net Banking,Butter (100g),No Service,Dairy & Eggs,No Service,10,90.0,500.0,590.0,0.0,590.0,50.0,0.18,0,0,Main Store,CASH015,SUP199,11:04:55,Wholesale,Online,10154,0,590.0,No Leakage,No Anomaly
INV10156,CUST6960,SRV003,04-12-2023,Paid,Sale,Cheque,Lentils (1kg),Express Delivery,Grains & Cereals,Delivery Services,3,15.0,300.0,395.0,395.0,0.0,100.0,0.05,80,0,Online,CASH011,SUP106,15:21:40,Regular,In-Store,10156,0,395.0,No Leakage,No Anomaly
INV10162,CUST6125,SRV003,29-04-2024,Failed,Sale,Cheque,Dishwash Soap (500ml),Express Delivery,Household,Delivery Services,9,36.0,720.0,836.0,0.0,836.0,80.0,0.05,80,0,Online,CASH012,SUP115,20:22:53,New,Online,10162,0,836.0,No Leakage,No Anomaly
INV10163,CUST9854,SRV001,12-06-2023,Pending,Return,UPI,Onions (1kg),No Service,Fresh Vegetables,No Service,9,18.0,360.0,378.0,0.0,378.0,40.0,0.05,0,0,Branch A,CASH019,SUP118,05:02:47,Wholesale,Online,10163,0,378.0,No Leakage,No Anomaly
INV10167,CUST7184,SRV002,30-04-2024,Failed,Sale,Cheque,Potatoes (1kg),Standard Delivery,Fresh Vegetables,Delivery Services,10,17.5,350.0,407.5,0.0,407.5,35.0,0.05,40,0,Main Store,CASH001,SUP146,09:26:59,Wholesale,Phone,10167,0,407.5,No Leakage,No Anomaly
INV10168,CUST5324,SRV003,16-11-2024,Paid,Sale,Cash,Apples (1kg),Express Delivery,Fruits,Delivery Services,10,60.0,1200.0,1340.0,1173.88498,166.1150199,120.0,0.05,80,0,Online,CASH010,SUP146,02:34:49,Wholesale,Online,10168,0,1340.0,Anomaly,Under Payment
INV10169,CUST7428,SRV002,16-12-2023,Failed,Return,Debit Card,Dishwash Soap (500ml),Standard Delivery,Household,Delivery Services,3,19.93763768,166.1469807,226.0846184,0.0,226.0846184,80.0,0.12,40,0,Main Store,CASH010,SUP107,18:23:56,Premium,In-Store,10169,1,226.08461838,Anomaly,Duplicate Entries
INV10169,CUST2363,SRV001,05-06-2023,Pending,Return,Cheque,Cheese (200g),No Service,Dairy & Eggs,No Service,1,27.0,150.0,177.0,0.0,177.0,150.0,0.18,0,0,Main Store,CASH012,SUP181,09:45:04,Premium,Online,10169,1,177.0,Anomaly,Duplicate Entries
INV10171,CUST2396,SRV003,08-08-2023,Failed,Return,Debit Card,Chicken (1kg),Express Delivery,Meat & Fish,Delivery Services,3,90.0,750.0,920.0,385.0853087,534.9146913,250.0,0.12,80,0,Branch B,CASH005,SUP194,05:00:53,Wholesale,Online,10171,0,920.0,Anomaly,Payment Status Mismatch
INV10173,CUST3407,SRV001,11-08-2023,Failed,Sale,UPI,Toothpaste (150g),No Service,Personal Care,No Service,8,24.0,480.0,390.4897965,0.0,390.4897965,60.0,0.05,0,0,Branch B,CASH013,SUP126,20:00:37,Premium,In-Store,10173,0,504.0,Anomaly,Missing Charges
INV10174,CUST8372,SRV001,10-11-2023,Paid,Return,UPI,Milk (1L),No Service,Dairy & Eggs,No Service,10,30.0,600.0,630.0,630.0,0.0,60.0,0.05,0,0,Online,CASH020,SUP193,10:16:37,Premium,In-Store,10174,0,630.0,No Leakage,No Anomaly
INV10176,CUST1594,SRV002,12-11-2024,Pending,Return,Net Banking,Bread (500g),Standard Delivery,Bakery,Delivery Services,3,21.6,120.0,181.6,0.0,181.6,40.0,0.18,40,0,Branch B,CASH009,SUP187,00:26:35,Regular,Online,10176,0,181.6,No Leakage,No Anomaly
INV10184,CUST9564,SRV002,24-12-2023,Paid,Sale,Net Banking,Potatoes (1kg),Standard Delivery,Fresh Vegetables,Delivery Services,3,5.25,105.0,150.25,150.25,0.0,35.0,0.05,40,0,Branch A,CASH010,SUP172,04:37:55,Regular,Phone,10184,0,150.25,No Leakage,No Anomaly
INV10188,CUST8171,SRV001,02-08-2023,Paid,Return,Net Banking,Shampoo (250ml),No Service,Personal Care,No Service,9,81.0,1620.0,1701.0,1701.0,0.0,180.0,0.05,0,0,Online,CASH016,SUP135,21:58:05,Wholesale,In-Store,10188,0,1701.0,No Leakage,No Anomaly
INV10189,CUST3931,SRV003,11-05-2024,Paid,Return,UPI,Onions (1kg),Express Delivery,Fresh Vegetables,Delivery Services,7,50.4,280.0,410.4,294.3842053,116.0157947,40.0,0.18,80,0,Online,CASH019,SUP166,18:42:56,Wholesale,Phone,10189,0,410.4,Anomaly,Under Payment
INV10191,CUST8142,SRV001,22-06-2024,Failed,Sale,Cash,Butter (100g),No Service,Dairy & Eggs,No Service,5,12.5,250.0,262.5,0.0,262.5,50.0,0.05,0,0,Main Store,CASH018,SUP159,13:17:45,Wholesale,Online,10191,0,262.5,No Leakage,No Anomaly
INV10192,CUST3962,SRV002,13-05-2023,Pending,Return,Net Banking,Fish (1kg),Standard Delivery,Meat & Fish,Delivery Services,8,288.0,2400.0,2728.0,0.0,2728.0,300.0,0.12,40,0,Branch A,CASH017,SUP109,17:13:49,Wholesale,Online,10192,0,2728.0,No Leakage,No Anomaly
INV10196,CUST4541,SRV002,26-02-2024,Pending,Return,Net Banking,Onions (1kg),Standard Delivery,Fresh Vegetables,Delivery Services,3,21.6,120.0,181.6,0.0,181.6,40.0,0.18,40,0,Branch A,CASH015,SUP171,09:08:39,Wholesale,Online,10196,0,181.6,No Leakage,No Anomaly
INV10198,CUST7930,SRV002,07-04-2023,Failed,Sale,Net Banking,Sugar (1kg),Standard Delivery,Pantry Staples,Delivery Services,3,16.2,135.0,191.2,0.0,191.2,45.0,0.12,40,0,Online,CASH012,SUP108,10:26:30,Wholesale,Phone,10198,0,191.2,No Leakage,No Anomaly
INV10202,CUST7912,SRV001,21-04-2023,Paid,Sale,Debit Card,Potatoes (1kg),No Service,Fresh Vegetables,No Service,1,6.3,35.0,41.3,41.3,0.0,35.0,0.18,0,0,Online,CASH004,SUP170,01:55:14,Premium,In-Store,10202,0,41.3,No Leakage,No Anomaly
INV10203,CUST4833,SRV001,02-03-2024,Pending,Sale,Cash,Chicken (1kg),No Service,Meat & Fish,No Service,2,90.0,500.0,590.0,0.0,590.0,250.0,0.18,0,0,Main Store,CASH007,SUP197,10:26:05,Premium,Phone,10203,0,590.0,No Leakage,No Anomaly
INV10207,CUST4359,SRV001,24-04-2023,Failed,Return,Credit Card,Oranges (1kg),No Service,Fruits,No Service,6,57.6,480.0,537.6,0.0,537.6,80.0,0.12,0,0,Online,CASH011,SUP139,02:44:53,Regular,Online,10207,0,537.6,No Leakage,No Anomaly
INV10214,CUST6752,SRV001,04-07-2023,Pending,Sale,Net Banking,Chips (100g),No Service,Snacks,No Service,3,10.8,60.0,70.8,0.0,70.8,20.0,0.18,0,0,Online,CASH006,SUP126,01:24:00,Wholesale,Online,10214,0,70.8,No Leakage,No Anomaly
INV10215,CUST7495,SRV003,05-08-2023,Paid,Sale,Cash,Detergent (1kg),Express Delivery,Household,Delivery Services,3,108.0,600.0,788.0,934.5582714,-146.5582714,200.0,0.18,80,0,Branch A,CASH005,SUP143,00:52:42,Wholesale,Phone,10215,0,788.0,Anomaly,Excess Payment
INV10216,CUST2171,SRV002,17-05-2023,Failed,Return,Cash,Eggs (12 pack),Standard Delivery,Dairy & Eggs,Delivery Services,4,50.4,280.0,370.4,0.0,370.4,70.0,0.18,40,0,Main Store,CASH010,SUP193,21:56:01,Premium,In-Store,10216,0,370.4,No Leakage,No Anomaly
INV10217,CUST3109,SRV001,19-01-2023,Failed,Return,Debit Card,Tea Powder (250g),No Service,Beverages,No Service,6,86.4,720.0,806.4,128.8919604,677.5080396,120.0,0.12,0,0,Main Store,CASH006,SUP159,10:53:08,Premium,In-Store,10217,0,806.4,Anomaly,Payment Status Mismatch
INV10223,CUST9048,SRV002,23-12-2023,Paid,Sale,Credit Card,Oranges (1kg),Standard Delivery,Fruits,Delivery Services,5,48.0,400.0,488.0,577.2422241,-89.2422241,80.0,0.12,40,0,Branch B,CASH009,SUP185,04:06:23,Premium,Online,10223,0,488.0,Anomaly,Excess Payment
INV10233,CUST9426,SRV001,17-11-2023,Pending,Return,UPI,Bananas (1kg),No Service,Fruits,No Service,6,54.0,300.0,354.0,0.0,354.0,50.0,0.18,0,0,Branch B,CASH013,SUP124,01:04:44,Premium,In-Store,10233,0,354.0,No Leakage,No Anomaly
INV10235,CUST2421,SRV003,03-05-2024,Pending,Sale,UPI,Butter (100g),Express Delivery,Dairy & Eggs,Delivery Services,7,63.0,350.0,493.0,0.0,493.0,50.0,0.18,80,0,Main Store,CASH019,SUP166,02:50:11,Regular,In-Store,10235,0,493.0,No Leakage,No Anomaly
INV10236,CUST1154,SRV002,20-01-2023,Failed,Return,UPI,Milk (1L),Standard Delivery,Dairy & Eggs,Delivery Services,6,18.0,360.0,418.0,0.0,418.0,60.0,0.05,40,0,Online,CASH009,SUP129,19:58:12,Wholesale,In-Store,10236,0,418.0,No Leakage,No Anomaly
INV10237,CUST5925,SRV001,01-12-2023,Paid,Return,Credit Card,Toothpaste (150g),No Service,Personal Care,No Service,1,3.0,60.0,63.0,63.0,0.0,60.0,0.05,0,0,Main Store,CASH009,SUP132,07:10:45,Premium,Online,10237,0,63.0,No Leakage,No Anomaly
INV10238,CUST7330,SRV001,27-11-2024,Pending,Sale,Cheque,Oranges (1kg),No Service,Fruits,No Service,4,16.0,320.0,336.0,0.0,336.0,80.0,0.05,0,0,Main Store,CASH002,SUP194,08:05:33,Wholesale,Phone,10238,0,336.0,No Leakage,No Anomaly
INV10242,CUST2364,SRV002,13-12-2024,Paid,Sale,Debit Card,Onions (1kg),Standard Delivery,Fresh Vegetables,Delivery Services,9,18.0,360.0,418.0,418.0,0.0,40.0,0.05,40,0,Online,CASH014,SUP165,13:42:22,Regular,Phone,10242,0,418.0,No Leakage,No Anomaly
INV10244,CUST3016,SRV003,25-08-2023,Pending,Sale,Cash,Chicken (1kg),Express Delivery,Meat & Fish,Delivery Services,8,360.0,2000.0,2440.0,0.0,2440.0,250.0,0.18,80,0,Online,CASH018,SUP188,03:27:06,Premium,In-Store,10244,0,2440.0,No Leakage,No Anomaly
INV10245,CUST1195,SRV001,20-04-2024,Paid,Return,Net Banking,Wheat Flour (1kg),No Service,Grains & Cereals,No Service,10,81.0,450.0,531.0,531.0,0.0,45.0,0.18,0,0,Main Store,CASH009,SUP112,13:35:50,Wholesale,In-Store,10245,0,531.0,No Leakage,No Anomaly
INV10247,CUST8006,SRV003,15-09-2024,Pending,Sale,Credit Card,Shampoo (250ml),Express Delivery,Personal Care,Delivery Services,2,64.8,360.0,504.8,0.0,504.8,180.0,0.18,80,0,Branch B,CASH003,SUP141,08:40:29,New,Online,10247,0,504.8,No Leakage,No Anomaly
