Invoice_Number,Customer_ID,Service_ID,Billing_Date,Payment_Status,Transaction_Type,Mode_of_Payment,Product_Name,Service,Product_Category,Service_Category,Product_Quantity,Tax_Amount,Actual_Amount,Billed_Amount,Paid_Amount,Balance_Amount,Unit_Price,Tax_Rate,Service_Charge,Discount_Amount,Store_Branch,Cashier_ID,Supplier_ID,Billing_Time,Customer_Type,Order_Channel,Invoice_Num_Int,Is_Duplicate,actual_billing_amnt,Leakage_Flag_Pred,Anomaly_Type_Pred
INV10088,CUST2175,SRV003,02-08-2024,Paid,Return,Net Banking,Biscuits (200g),Express Delivery,Snacks,Delivery Services,9,13.5,270.0,363.5,305.0353623,58.46463766,30.0,0.05,80,0,Branch B,CASH016,SUP175,12:21:42,Regular,Phone,10088,0,363.5,Anomaly,Under Payment
INV10089,CUST3511,SRV003,24-10-2023,Paid,Sale,UPI,Biscuits (200g),Express Delivery,Snacks,Delivery Services,4,6.0,120.0,206.0,238.7263318,-32.72633183,30.0,0.05,80,0,Branch A,CASH018,SUP174,03:36:09,Regular,Online,10089,0,206.0,Anomaly,Excess Payment
INV10097,CUST8604,SRV003,27-08-2024,Pending,Sale,Credit Card,Apples (1kg),Express Delivery,Fruits,Delivery Services,6,86.4,720.0,886.4,0.0,886.4,120.0,0.12,80,0,Branch B,CASH012,SUP160,10:14:47,Regular,Phone,10097,1,886.4,Anomaly,Duplicate Entries
INV10097,CUST2899,SRV002,31-12-2023,Paid,Sale,Net Banking,Eggs (12 pack),Standard Delivery,Dairy & Eggs,Delivery Services,4,33.6,280.0,353.6,353.6,0.0,70.0,0.12,40,0,Main Store,CASH010,SUP152,13:06:14,Premium,In-Store,10097,1,353.6,Anomaly,Duplicate Entries
INV10105,CUST3255,SRV003,14-05-2023,Failed,Sale,Cash,Biscuits (200g),Express Delivery,Snacks,Delivery Services,1,3.6,30.0,107.8646998,0.0,107.8646998,30.0,0.12,80,0,Online,CASH001,SUP105,04:13:43,Wholesale,In-Store,10105,0,113.6,Anomaly,Missing Charges
INV10107,CUST1345,SRV003,13-12-2024,Failed,Return,UPI,Bananas (1kg),Express Delivery,Fruits,Delivery Services,9,81.0,450.0,531.0,0.0,531.0,50.0,0.18,80,0,Branch A,CASH012,SUP178,13:43:40,New,In-Store,10107,0,611.0,Anomaly,Missing Charges
INV10108,CUST5961,SRV002,16-05-2023,Paid,Return,Credit Card,Fish (1kg),Standard Delivery,Meat & Fish,Delivery Services,4,60.0,1200.0,1300.0,987.7211056,312.2788944,300.0,0.05,40,0,Online,CASH013,SUP199,11:43:00,Premium,Phone,10108,0,1300.0,Anomaly,Under Payment
INV10109,CUST1050,SRV002,05-07-2024,Paid,Return,UPI,Wheat Flour (1kg),Standard Delivery,Grains & Cereals,Delivery Services,1,8.1,45.0,53.1,53.1,0.0,45.0,0.18,40,0,Main Store,CASH004,SUP114,16:17:44,Premium,Phone,10109,0,93.1,Anomaly,Missing Charges
INV10120,CUST8759,SRV002,02-05-2023,Paid,Sale,UPI,Detergent (1kg),Standard Delivery,Household,Delivery Services,3,30.0,600.0,670.0,519.1465669,150.8534331,200.0,0.05,40,0,Branch A,CASH013,SUP147,12:03:52,New,Online,10120,0,670.0,Anomaly,Under Payment
INV10122,CUST9232,SRV003,17-06-2023,Paid,Sale,Cheque,Potatoes (1kg),Express Delivery,Fresh Vegetables,Delivery Services,1,6.3,35.0,115.6701693,115.6701693,0.0,35.0,0.18,80,0,Branch B,CASH014,SUP116,11:51:40,Premium,Phone,10122,0,121.3,Anomaly,Missing Charges
INV10136,CUST6855,SRV003,24-05-2023,Failed,Return,Credit Card,Milk (1L),Express Delivery,Dairy & Eggs,Delivery Services,3,9.0,180.0,269.0,133.6686793,135.3313207,60.0,0.05,80,0,Branch A,CASH006,SUP121,07:03:27,Wholesale,Online,10136,0,269.0,Anomaly,Payment Status Mismatch
INV10145,CUST7660,SRV001,19-09-2023,Failed,Return,Debit Card,Detergent (1kg),No Service,Household,No Service,3,72.0,600.0,672.0,193.3803956,478.6196044,200.0,0.12,0,0,Main Store,CASH007,SUP160,00:09:55,Wholesale,In-Store,10145,0,672.0,Anomaly,Payment Status Mismatch
INV10152,CUST8643,SRV003,29-01-2024,Failed,Return,Cheque,Cooking Oil (1L),Express Delivery,Pantry Staples,Delivery Services,4,30.0,600.0,710.0,251.945323,458.054677,150.0,0.05,80,0,Branch A,CASH008,SUP127,05:12:11,Regular,In-Store,10152,0,710.0,Anomaly,Payment Status Mismatch
INV10168,CUST5324,SRV003,16-11-2024,Paid,Sale,Cash,Apples (1kg),Express Delivery,Fruits,Delivery Services,10,60.0,1200.0,1340.0,1173.88498,166.1150199,120.0,0.05,80,0,Online,CASH010,SUP146,02:34:49,Wholesale,Online,10168,0,1340.0,Anomaly,Under Payment
INV10169,CUST7428,SRV002,16-12-2023,Failed,Return,Debit Card,Dishwash Soap (500ml),Standard Delivery,Household,Delivery Services,3,19.93763768,166.1469807,226.0846184,0.0,226.0846184,80.0,0.12,40,0,Main Store,CASH010,SUP107,18:23:56,Premium,In-Store,10169,1,226.08461838,Anomaly,Duplicate Entries
INV10169,CUST2363,SRV001,05-06-2023,Pending,Return,Cheque,Cheese (200g),No Service,Dairy & Eggs,No Service,1,27.0,150.0,177.0,0.0,177.0,150.0,0.18,0,0,Main Store,CASH012,SUP181,09:45:04,Premium,Online,10169,1,177.0,Anomaly,Duplicate Entries
INV10171,CUST2396,SRV003,08-08-2023,Failed,Return,Debit Card,Chicken (1kg),Express Delivery,Meat & Fish,Delivery Services,3,90.0,750.0,920.0,385.0853087,534.9146913,250.0,0.12,80,0,Branch B,CASH005,SUP194,05:00:53,Wholesale,Online,10171,0,920.0,Anomaly,Payment Status Mismatch
INV10173,CUST3407,SRV001,11-08-2023,Failed,Sale,UPI,Toothpaste (150g),No Service,Personal Care,No Service,8,24.0,480.0,390.4897965,0.0,390.4897965,60.0,0.05,0,0,Branch B,CASH013,SUP126,20:00:37,Premium,In-Store,10173,0,504.0,Anomaly,Missing Charges
INV10189,CUST3931,SRV003,11-05-2024,Paid,Return,UPI,Onions (1kg),Express Delivery,Fresh Vegetables,Delivery Services,7,50.4,280.0,410.4,294.3842053,116.0157947,40.0,0.18,80,0,Online,CASH019,SUP166,18:42:56,Wholesale,Phone,10189,0,410.4,Anomaly,Under Payment
INV10215,CUST7495,SRV003,05-08-2023,Paid,Sale,Cash,Detergent (1kg),Express Delivery,Household,Delivery Services,3,108.0,600.0,788.0,934.5582714,-146.5582714,200.0,0.18,80,0,Branch A,CASH005,SUP143,00:52:42,Wholesale,Phone,10215,0,788.0,Anomaly,Excess Payment
INV10217,CUST3109,SRV001,19-01-2023,Failed,Return,Debit Card,Tea Powder (250g),No Service,Beverages,No Service,6,86.4,720.0,806.4,128.8919604,677.5080396,120.0,0.12,0,0,Main Store,CASH006,SUP159,10:53:08,Premium,In-Store,10217,0,806.4,Anomaly,Payment Status Mismatch
INV10223,CUST9048,SRV002,23-12-2023,Paid,Sale,Credit Card,Oranges (1kg),Standard Delivery,Fruits,Delivery Services,5,48.0,400.0,488.0,577.2422241,-89.2422241,80.0,0.12,40,0,Branch B,CASH009,SUP185,04:06:23,Premium,Online,10223,0,488.0,Anomaly,Excess Payment
INV10253,CUST7678,SRV001,02-12-2023,Failed,Return,Debit Card,Sugar (1kg),No Service,Pantry Staples,No Service,7,37.8,315.0,352.8,54.87661903,297.923381,45.0,0.12,0,0,Branch B,CASH002,SUP150,07:18:38,Regular,Online,10253,0,352.8,Anomaly,Payment Status Mismatch
INV10254,CUST2302,SRV001,23-11-2023,Failed,Return,Credit Card,Onions (1kg),No Service,Fresh Vegetables,No Service,1,4.8,40.0,44.8,0.0,44.8,40.0,0.12,0,0,Online,CASH015,SUP167,00:49:10,Wholesale,Phone,10254,0,44.8,Anomaly,No Anomaly
INV10258,CUST1095,SRV001,24-07-2023,Paid,Return,Cash,Fish (1kg),No Service,Meat & Fish,No Service,5,180.0,1500.0,1430.535632,1430.535632,0.0,300.0,0.12,0,0,Branch B,CASH020,SUP176,21:50:40,New,Phone,10258,0,1680.0,Anomaly,Missing Charges
INV10260,CUST2178,SRV001,11-01-2024,Failed,Return,Debit Card,Potatoes (1kg),No Service,Fresh Vegetables,No Service,5,8.75,175.0,183.75,28.41380996,155.33619,35.0,0.05,0,0,Online,CASH020,SUP103,01:33:05,Regular,In-Store,10260,0,183.75,Anomaly,Payment Status Mismatch
INV10280,CUST3497,SRV002,03-10-2024,Paid,Return,Cash,Chicken (1kg),Standard Delivery,Meat & Fish,Delivery Services,1,45.0,250.0,335.0,389.4689168,-54.4689168,250.0,0.18,40,0,Online,CASH005,SUP128,19:08:29,Regular,In-Store,10280,0,335.0,Anomaly,Excess Payment
INV10291,CUST6227,SRV002,24-05-2024,Paid,Return,Debit Card,Dishwash Soap (500ml),Standard Delivery,Household,Delivery Services,10,144.0,800.0,984.0,984.0,0.0,80.0,0.18,40,0,Main Store,CASH017,SUP187,10:19:16,Regular,Phone,10291,1,984.0,Anomaly,Duplicate Entries
INV10291,CUST7348,SRV003,19-07-2024,Paid,Sale,Credit Card,Milk (1L),Express Delivery,Dairy & Eggs,Delivery Services,7,75.6,420.0,575.6,412.2027709,163.3972291,60.0,0.18,80,0,Online,CASH006,SUP198,05:57:00,Regular,Online,10291,1,575.6,Anomaly,Under Payment
INV10301,CUST2366,SRV001,21-04-2024,Paid,Sale,Cash,Milk (1L),No Service,Dairy & Eggs,No Service,7,75.6,420.0,495.6,567.0984026,-71.49840256,60.0,0.18,0,0,Branch A,CASH017,SUP127,15:49:52,New,Online,10301,0,495.6,Anomaly,Excess Payment
INV10313,CUST3289,SRV002,29-04-2024,Paid,Sale,Net Banking,Chips (100g),Standard Delivery,Snacks,Delivery Services,7,25.2,140.0,205.2,243.5307119,-38.33071189,20.0,0.18,40,0,Branch B,CASH009,SUP112,10:29:24,Premium,Phone,10313,0,205.2,Anomaly,Excess Payment
INV10319,CUST7049,SRV003,26-09-2024,Failed,Return,Cash,Lentils (1kg),Express Delivery,Grains & Cereals,Delivery Services,5,90.0,500.0,670.0,251.077602,418.922398,100.0,0.18,80,0,Branch A,CASH002,SUP170,23:19:09,Regular,Online,10319,0,670.0,Anomaly,Payment Status Mismatch
INV10320,CUST1362,SRV001,07-09-2023,Paid,Sale,Credit Card,Coffee Powder (200g),No Service,Beverages,No Service,8,336.0,2800.0,3136.0,3487.913226,-351.9132258,350.0,0.12,0,0,Main Store,CASH019,SUP132,09:22:22,Wholesale,Online,10320,0,3136.0,Anomaly,Excess Payment
INV10324,CUST5170,SRV003,08-03-2023,Paid,Return,Cash,Chips (100g),Express Delivery,Snacks,Delivery Services,10,24.0,200.0,304.0,225.6855626,78.31443744,20.0,0.12,80,0,Main Store,CASH008,SUP176,19:29:56,Regular,Phone,10324,0,304.0,Anomaly,Under Payment
INV10327,CUST5949,SRV001,24-02-2023,Paid,Return,Debit Card,Biscuits (200g),No Service,Snacks,No Service,9,32.4,270.0,302.4,238.4103917,63.98960835,30.0,0.12,0,0,Main Store,CASH007,SUP138,09:04:52,Wholesale,Phone,10327,0,302.4,Anomaly,Under Payment
INV10336,CUST3639,SRV002,18-02-2023,Pending,Return,Cash,Bananas (1kg),Standard Delivery,Fruits,Delivery Services,6,15.0,300.0,315.0,0.0,315.0,50.0,0.05,40,0,Main Store,CASH013,SUP109,10:31:45,Regular,In-Store,10336,0,355.0,Anomaly,Missing Charges
INV10345,CUST9706,SRV001,08-03-2023,Paid,Return,Net Banking,Coffee Powder (200g),No Service,Beverages,No Service,9,567.0,3150.0,3717.0,2732.3336,984.6664003,350.0,0.18,0,0,Main Store,CASH012,SUP180,08:49:44,Wholesale,Phone,10345,0,3717.0,Anomaly,Under Payment
INV10347,CUST7018,SRV003,16-08-2023,Paid,Return,Debit Card,Lentils (1kg),Express Delivery,Grains & Cereals,Delivery Services,9,162.0,900.0,1011.566768,1011.566768,0.0,100.0,0.18,80,0,Branch A,CASH012,SUP150,16:29:57,Premium,In-Store,10347,0,1142.0,Anomaly,Missing Charges
INV10348,CUST1286,SRV002,06-02-2023,Pending,Return,Debit Card,Cooking Oil (1L),Standard Delivery,Pantry Staples,Delivery Services,5,37.5,750.0,787.5,0.0,787.5,150.0,0.05,40,0,Main Store,CASH005,SUP192,12:41:59,Premium,Online,10348,0,827.5,Anomaly,Missing Charges
INV10351,CUST2259,SRV001,20-07-2023,Paid,Sale,Cheque,Tea Powder (250g),No Service,Beverages,No Service,1,6.0,120.0,126.0,150.4505077,-24.4505077,120.0,0.05,0,0,Online,CASH007,SUP110,14:58:14,Regular,Online,10351,0,126.0,Anomaly,Excess Payment
INV10354,CUST1161,SRV001,06-11-2024,Failed,Return,Credit Card,Chips (100g),No Service,Snacks,No Service,6,6.0,120.0,126.0,60.68126197,65.31873803,20.0,0.05,0,0,Branch A,CASH007,SUP103,11:33:03,New,Phone,10354,0,126.0,Anomaly,Payment Status Mismatch
INV10374,CUST2396,SRV002,10-12-2023,Paid,Return,Credit Card,Soap (100g),Standard Delivery,Personal Care,Delivery Services,6,28.8,240.0,308.8,365.2854252,-56.48542516,40.0,0.12,40,0,Branch B,CASH018,SUP148,01:29:59,Premium,Online,10374,0,308.8,Anomaly,Excess Payment
INV10376,CUST2277,SRV003,25-07-2023,Failed,Sale,Cheque,Shampoo (250ml),Express Delivery,Personal Care,Delivery Services,2,43.2,360.0,411.535718,0.0,411.535718,180.0,0.12,80,0,Online,CASH016,SUP176,05:23:08,Premium,In-Store,10376,0,483.2,Anomaly,Missing Charges
INV10379,CUST9808,SRV002,16-04-2023,Paid,Return,Debit Card,Coffee Powder (200g),Standard Delivery,Beverages,Delivery Services,10,175.0,3500.0,3715.0,4370.678586,-655.678586,350.0,0.05,40,0,Branch B,CASH003,SUP199,08:25:38,Premium,Online,10379,0,3715.0,Anomaly,Excess Payment
INV10386,CUST8928,SRV002,18-08-2024,Paid,Return,UPI,Bread (500g),Standard Delivery,Bakery,Delivery Services,9,18.0,360.0,378.0,378.0,0.0,40.0,0.05,40,0,Branch B,CASH018,SUP126,13:02:05,Regular,In-Store,10386,0,418.0,Anomaly,Missing Charges
INV10398,CUST1055,SRV002,30-10-2024,Paid,Sale,Cheque,Detergent (1kg),Standard Delivery,Household,Delivery Services,6,216.0,1200.0,1456.0,1740.124734,-284.1247342,200.0,0.18,40,0,Branch B,CASH020,SUP151,05:33:33,Premium,Online,10398,0,1456.0,Anomaly,Excess Payment
INV10421,CUST1253,SRV003,24-07-2024,Paid,Sale,Cheque,Lentils (1kg),Express Delivery,Grains & Cereals,Delivery Services,1,12.0,100.0,192.0,149.5793425,42.42065745,100.0,0.12,80,0,Main Store,CASH018,SUP100,23:20:18,Wholesale,Online,10421,0,192.0,Anomaly,Under Payment
INV10428,CUST6061,SRV003,02-05-2024,Failed,Sale,Net Banking,Butter (100g),Express Delivery,Dairy & Eggs,Delivery Services,6,36.0,300.0,359.7399458,0.0,359.7399458,50.0,0.12,80,0,Main Store,CASH015,SUP193,09:44:21,Premium,Phone,10428,0,416.0,Anomaly,Missing Charges
INV10434,CUST1626,SRV002,08-12-2024,Pending,Return,Debit Card,Chips (100g),Standard Delivery,Snacks,Delivery Services,1,2.4,20.0,22.4,0.0,22.4,20.0,0.12,40,0,Online,CASH008,SUP102,12:38:05,Premium,Phone,10434,0,62.4,Anomaly,Missing Charges
INV10441,CUST1252,SRV001,03-04-2024,Paid,Sale,Debit Card,Lentils (1kg),No Service,Grains & Cereals,No Service,6,30.0,600.0,630.0,630.0,0.0,100.0,0.05,0,0,Branch A,CASH009,SUP102,20:01:06,Regular,Online,10441,1,630.0,Anomaly,Duplicate Entries
INV10441,CUST9564,SRV001,12-10-2023,Paid,Return,UPI,Coffee Powder (200g),No Service,Beverages,No Service,9,157.5,3150.0,3307.5,3307.5,0.0,350.0,0.05,0,0,Branch B,CASH004,SUP108,09:23:00,Premium,In-Store,10441,1,3307.5,Anomaly,Duplicate Entries
INV10444,CUST2434,SRV003,28-12-2024,Paid,Return,Credit Card,Cheese (200g),Express Delivery,Dairy & Eggs,Delivery Services,3,54.0,450.0,584.0,412.3806415,171.6193585,150.0,0.12,80,0,Branch B,CASH014,SUP159,07:13:59,New,Phone,10444,0,584.0,Anomaly,Under Payment
INV10448,CUST5815,SRV002,15-11-2023,Failed,Sale,UPI,Tea Powder (250g),Standard Delivery,Beverages,Delivery Services,8,115.2,960.0,987.1525206,0.0,987.1525206,120.0,0.12,40,0,Branch A,CASH006,SUP137,21:35:13,New,In-Store,10448,0,1115.2,Anomaly,Missing Charges
INV10456,CUST6091,SRV001,13-09-2023,Paid,Return,Debit Card,Milk (1L),No Service,Dairy & Eggs,No Service,4,28.8,240.0,268.8,306.6906888,-37.89068877,60.0,0.12,0,0,Online,CASH008,SUP104,02:27:53,New,Online,10456,0,268.8,Anomaly,Excess Payment
INV10469,CUST2212,SRV003,01-11-2024,Failed,Return,Debit Card,Dishwash Soap (500ml),Express Delivery,Household,Delivery Services,9,86.4,720.0,886.4,312.9625308,573.4374692,80.0,0.12,80,0,Branch B,CASH010,SUP120,13:00:32,New,Online,10469,0,886.4,Anomaly,Payment Status Mismatch
INV10473,CUST9652,SRV002,12-12-2023,Paid,Return,Debit Card,Shampoo (250ml),Standard Delivery,Personal Care,Delivery Services,9,81.0,1620.0,1741.0,2075.136947,-334.136947,180.0,0.05,40,0,Online,CASH001,SUP160,01:28:04,Premium,In-Store,10473,0,1741.0,Anomaly,Excess Payment
INV10479,CUST2000,SRV002,17-08-2023,Failed,Return,Credit Card,Eggs (12 pack),Standard Delivery,Dairy & Eggs,Delivery Services,7,24.5,490.0,514.5,0.0,514.5,70.0,0.05,40,0,Branch A,CASH001,SUP110,23:33:12,New,Phone,10479,0,554.5,Anomaly,Missing Charges
INV10484,CUST3318,SRV003,20-02-2024,Failed,Return,Net Banking,Fish (1kg),Express Delivery,Meat & Fish,Delivery Services,5,180.0,1500.0,1680.0,0.0,1680.0,300.0,0.12,80,0,Online,CASH016,SUP175,17:48:39,Wholesale,Phone,10484,0,1760.0,Anomaly,Missing Charges
INV10495,CUST2433,SRV001,08-05-2023,Failed,Sale,Net Banking,Potatoes (1kg),No Service,Fresh Vegetables,No Service,6,25.2,210.0,235.2,106.7987181,128.4012819,35.0,0.12,0,0,Branch A,CASH020,SUP134,09:38:40,Wholesale,Phone,10495,0,235.2,Anomaly,Payment Status Mismatch
INV10501,CUST9048,SRV001,28-04-2024,Paid,Sale,UPI,Shampoo (250ml),No Service,Personal Care,No Service,5,45.0,900.0,945.0,809.0610931,135.9389069,180.0,0.05,0,0,Online,CASH005,SUP168,10:32:34,Wholesale,In-Store,10501,0,945.0,Anomaly,Under Payment
INV10512,CUST6120,SRV001,21-09-2023,Paid,Sale,Net Banking,Oranges (1kg),No Service,Fruits,No Service,9,129.6,720.0,849.6,962.3452367,-112.7452367,80.0,0.18,0,0,Main Store,CASH019,SUP162,17:24:32,New,Phone,10512,0,849.6,Anomaly,Excess Payment
INV10533,CUST4929,SRV003,24-08-2024,Paid,Return,UPI,Butter (100g),Express Delivery,Dairy & Eggs,Delivery Services,6,36.0,300.0,336.0,336.0,0.0,50.0,0.12,80,0,Branch A,CASH015,SUP142,23:27:34,Regular,In-Store,10533,0,416.0,Anomaly,Missing Charges
INV10534,CUST5676,SRV002,10-12-2023,Failed,Sale,UPI,Bread (500g),Standard Delivery,Bakery,Delivery Services,9,64.8,360.0,424.8,0.0,424.8,40.0,0.18,40,0,Branch B,CASH009,SUP109,19:25:47,Regular,In-Store,10534,0,464.8,Anomaly,Missing Charges
INV10539,CUST2660,SRV002,27-07-2024,Failed,Return,UPI,Toothpaste (150g),Standard Delivery,Personal Care,Delivery Services,3,9.0,180.0,229.0,49.77317561,179.2268244,60.0,0.05,40,0,Branch A,CASH018,SUP167,11:25:05,New,Phone,10539,0,229.0,Anomaly,Payment Status Mismatch
INV10548,CUST9848,SRV003,07-01-2023,Paid,Sale,Cheque,Tea Powder (250g),Express Delivery,Beverages,Delivery Services,7,151.2,840.0,1071.2,816.8486626,254.3513374,120.0,0.18,80,0,Main Store,CASH001,SUP194,22:31:44,Premium,In-Store,10548,0,1071.2,Anomaly,Under Payment
INV10550,CUST2051,SRV002,01-12-2024,Failed,Return,Credit Card,Bananas (1kg),Standard Delivery,Fruits,Delivery Services,8,48.0,400.0,488.0,208.0299459,279.9700541,50.0,0.12,40,0,Branch A,CASH005,SUP184,23:40:12,Wholesale,Phone,10550,0,488.0,Anomaly,Payment Status Mismatch
INV10556,CUST8899,SRV001,05-02-2023,Paid,Sale,Net Banking,Fish (1kg),No Service,Meat & Fish,No Service,5,270.0,1500.0,1770.0,1583.293756,186.7062443,300.0,0.18,0,0,Online,CASH016,SUP131,17:43:39,Regular,In-Store,10556,0,1770.0,Anomaly,Under Payment
INV10578,CUST5587,SRV003,27-01-2024,Paid,Return,Cash,Sugar (1kg),Express Delivery,Pantry Staples,Delivery Services,5,40.5,225.0,345.5,243.7075457,101.7924543,45.0,0.18,80,0,Online,CASH016,SUP132,23:34:52,Premium,In-Store,10578,0,345.5,Anomaly,Under Payment
INV10580,CUST4810,SRV001,23-12-2023,Failed,Return,Cheque,Chicken (1kg),No Service,Meat & Fish,No Service,4,180.0,1000.0,1180.0,446.4345895,733.5654105,250.0,0.18,0,0,Main Store,CASH001,SUP160,18:06:40,New,Phone,10580,0,1180.0,Anomaly,Payment Status Mismatch
INV10586,CUST8431,SRV001,31-01-2024,Failed,Sale,UPI,Tomatoes (1kg),No Service,Fresh Vegetables,No Service,2,7.2,60.0,67.2,16.28441247,50.91558753,30.0,0.12,0,0,Branch A,CASH010,SUP127,21:00:21,Regular,Online,10586,0,67.2,Anomaly,Payment Status Mismatch
INV10602,CUST5371,SRV002,22-04-2023,Paid,Return,Credit Card,Tea Powder (250g),Standard Delivery,Beverages,Delivery Services,3,43.2,360.0,443.2,320.1515744,123.0484256,120.0,0.12,40,0,Online,CASH010,SUP185,10:54:59,New,Phone,10602,0,443.2,Anomaly,Under Payment
INV10612,CUST1566,SRV001,15-12-2024,Paid,Sale,Debit Card,Rice (1kg),No Service,Grains & Cereals,No Service,1,7.2,60.0,67.2,57.58639496,9.613605038,60.0,0.12,0,0,Main Store,CASH001,SUP160,22:35:32,Premium,In-Store,10612,0,67.2,Anomaly,Under Payment
INV10619,CUST1622,SRV001,26-07-2024,Failed,Return,Debit Card,Rice (1kg),No Service,Grains & Cereals,No Service,4,12.0,240.0,252.0,51.47867085,200.5213291,60.0,0.05,0,0,Online,CASH005,SUP117,21:58:45,Wholesale,Online,10619,0,252.0,Anomaly,Payment Status Mismatch
INV10625,CUST9719,SRV003,19-12-2023,Paid,Sale,Debit Card,Fish (1kg),Express Delivery,Meat & Fish,Delivery Services,6,90.0,1800.0,1679.33965,1679.33965,0.0,300.0,0.05,80,0,Main Store,CASH011,SUP173,09:04:04,Regular,Online,10625,0,1970.0,Anomaly,Missing Charges
INV10638,CUST5695,SRV001,05-04-2024,Failed,Return,Credit Card,Rice (1kg),No Service,Grains & Cereals,No Service,8,24.0,480.0,504.0,138.8639333,365.1360667,60.0,0.05,0,0,Main Store,CASH017,SUP195,01:25:57,Regular,Phone,10638,0,504.0,Anomaly,Payment Status Mismatch
INV10641,CUST5272,SRV002,07-07-2023,Paid,Sale,Cash,Apples (1kg),Standard Delivery,Fruits,Delivery Services,9,54.0,1080.0,1174.0,844.6152953,329.3847047,120.0,0.05,40,0,Online,CASH004,SUP125,00:45:13,Premium,In-Store,10641,0,1174.0,Anomaly,Under Payment
